訂單號,訂單日期,顧客姓名,訂單等級,訂單數量,銷售額,折扣點,運輸方式,利潤額,單價,運輸成本,區域,省份,城市,產品類別,產品子類別,產品名稱,產品包箱,運送日期,,
31523,2012/3/8,鞠宇,低級,17,105.85,0.1,火車,-44.86,6.48,2.74,華南,廣東,江門,技術產品,電腦配件,"Sony MFD2HD Formatted Diskettes, 10/Pack",小型包裹,2012/3/10,,
31523,2012/3/8,鞠宇,低級,19,179.33,0,火車,-58.76,8.74,8.29,華南,廣東,江門,辦公用品,信封,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",小型箱子,2012/3/13,,
31524,2011/6/26,魏禮岩,低級,10,1025.88,0.08,大卡,-211.33,100.89,42,華南,湖南,衡陽,傢俱產品,椅子,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,巨型木箱,2011/6/28,,
31552,2012/11/11,胡羽,高級,17,378.08,0,火車,70.48,22.24,1.99,華南,廣東,江門,技術產品,電腦配件,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",小型包裹,2012/11/14,,
31552,2012/11/11,胡羽,高級,24,731.71,0,火車,175.82,29.89,1.99,華南,湖北,荊州,技術產品,電腦配件,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",小型包裹,2012/11/12,,
31553,2009/1/10,譚北平,中級,32,4906.85,0.09,火車,1907.94,162.93,19.99,東北,吉林,通化,辦公用品,信封,Multimedia Mailers,小型箱子,2009/1/12,,
31555,2012/1/4,陳東平,中級,38,3531.75,0,火車,572.26,88.84,20.79,東北,遼寧,營口,傢俱產品,辦公裝飾品,Luxo Adjustable Task Clamp Lamp,大型箱子,2012/1/4,,
31555,2012/1/4,陳東平,中級,5,500.5,0.02,大卡,-153.31,90.97,28,華南,湖南,邵陽,技術產品,辦公機器,Lexmark Z55se Color Inkjet Printer,巨型木箱,2012/1/7,,
31556,2011/7/27,楊高寧,中級,35,269.35,0.07,火車,-14.99,7.7,3.68,華北,天津,天津,傢俱產品,辦公裝飾品,Deflect-O® Glasstique™ Clear Desk Accessories,打包紙袋,2011/7/28,,
31558,2011/7/23,塗香,低級,12,3671.3,0.04,火車,900.06,300.65,24.49,華東,安徽,銅陵,辦公用品,家用電器,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,大型箱子,2011/7/28,,
31558,2011/7/23,塗香,低級,42,1763.6,0.08,火車,455.37,45.19,1.99,華東,Jiangsu,泰州,技術產品,電腦配件,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",小型包裹,2011/7/23,,
31586,2012/3/21,吳貴櫻,低級,22,963.45,0.05,空運,94.03,43.22,4,華南,湖南,邵陽,技術產品,電腦配件,"Fellowes Mobile Numeric Keypad, Graphite",小型箱子,2012/3/25,,
31586,2012/3/21,吳貴櫻,低級,25,4390.029,0,空運,1007.49,205.99,5.26,華北,北京,北京,技術產品,電話通信產品,i470,小型箱子,2012/3/30,,
31590,2010/6/5,趙磊,中級,5,43.49,0.06,火車,-21.44,8.33,1.99,華北,內蒙古,通遼,技術產品,電腦配件,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",小型包裹,2010/6/6,,
31590,2010/6/5,趙磊,中級,27,2854.76,0.06,火車,61.13,111.03,8.64,華北,內蒙古,通遼,辦公用品,容器，箱子,Fellowes Recycled Storage Drawers,小型箱子,2010/6/7,,
31616,2010/8/28,劉珩,中級,45,182.7,0.08,火車,-156.41,4.24,5.41,東北,遼寧,營口,辦公用品,夾子及其配件,Storex DuraTech Recycled Plastic Frosted Binders,小型箱子,2010/8/29,,
31616,2010/8/28,劉珩,中級,46,141.08,0.04,火車,36.96,3.08,0.99,東北,遼寧,營口,辦公用品,標籤,Avery 481,小型箱子,2010/8/29,,
31618,2011/7/11,劉小俊,中級,14,403.17,0.02,火車,147.45,28.53,1.49,華南,湖北,荊州,辦公用品,夾子及其配件,Lock-Up Easel 'Spel-Binder',小型箱子,2011/7/11,,
31619,2009/9/17,董惠來,低級,11,114.87,0.1,火車,-21.03,10.98,3.99,華南,海南,三亞,辦公用品,家用電器,Staples Surge Protector 6 outlet,小型箱子,2009/9/24,,
31619,2009/9/17,董惠來,低級,9,383.23,0.01,火車,146.51,39.98,9.2,華北,天津,天津,傢俱產品,辦公裝飾品,Eldon Radial Chair Mat for Low to Medium Pile Carpets,打包紙袋,2009/9/19,,
31620,2011/8/11,吳明華,中級,20,1108.366,0.05,火車,178.31,65.99,2.5,華北,北京,北京,技術產品,電話通信產品,6000,小型箱子,2011/8/13,,
31648,2011/8/20,魏斐,高級,8,68.94,0,火車,-32.63,8.32,2.38,華東,浙江,衢州,技術產品,電腦配件,"Imation 3.5 IBM Formatted Diskettes, 10/Box",小型包裹,2011/8/20,,
31648,2011/8/20,魏斐,高級,10,74.04,0.03,火車,-37.04,6.68,7.3,華東,山東,煙臺,辦公用品,紙張,Xerox 1959,小型箱子,2011/8/22,,
31650,2010/8/11,李鵬晨,其它,19,1504.97,0.02,火車,-0.31,77.51,4,華東,浙江,衢州,技術產品,電腦配件,Micro Innovations Media Access Pro Keyboard,小型箱子,2010/8/12,,
31681,2012/11/7,謝周佩,其它,38,212.12,0.02,火車,-93.78,5.28,5.66,華東,浙江,衢州,辦公用品,紙張,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),小型箱子,2012/11/8,,
31682,2010/3/9,楊青煩,低級,42,3186.77,0.09,火車,455.42,76.72,19.95,華東,上海,上海,辦公用品,家用電器,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,大型箱子,2010/3/18,,
31684,2012/9/16,王麗霞,中級,15,89.97,0.02,火車,23.48,5.68,1.46,華南,廣西,北海,辦公用品,紙張,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",打包紙袋,2012/9/19,,
31684,2012/9/16,王麗霞,中級,28,456.91,0.04,空運,-328.18,15.51,17.78,華南,廣東,江門,辦公用品,容器，箱子,"Tenex File Box, Personal Filing Tote with Lid, Black",小型箱子,2012/9/18,,
31687,2011/5/19,謝緯凡,高級,44,123.06,0.07,火車,3.50,2.78,1.34,華南,廣東,江門,辦公用品,筆、美術用品,Prang Drawing Pencil Set,打包紙袋,2011/5/19,,
31715,2009/1/9,王濤,其它,24,64.11,0.09,火車,-4.09,2.78,0.97,華南,廣東,江門,辦公用品,筆、美術用品,Newell 339,打包紙袋,2009/1/11,,
31715,2009/1/9,王濤,其它,11,68.5,0.01,火車,-53.85,5.38,7.57,華北,內蒙古,通遼,辦公用品,夾子及其配件,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",小型箱子,2009/1/10,,
31715,2009/1/9,王濤,其它,44,145.19,0.05,火車,-116.87,3.28,3.97,東北,遼寧,營口,辦公用品,筆、美術用品,Newell 337,打包紙袋,2009/1/9,,
31718,2010/11/27,隋作鑫,低級,24,1390.6935,0.03,火車,168.46,65.99,7.69,東北,遼寧,營口,技術產品,電話通信產品,5190,小型箱子,2010/12/1,,
31718,2010/11/27,隋作鑫,低級,20,1017.2885,0.1,火車,-115.30,65.99,8.99,東北,吉林,通化,技術產品,電話通信產品,StarTAC Analog,小型箱子,2010/12/4,,
31744,2012/9/9,鄭維東,中級,12,86.69,0,火車,-43.48,6.48,7.37,華南,廣西,北海,辦公用品,紙張,Xerox 210,小型箱子,2012/9/10,,
31751,2011/5/26,王雨,高級,31,413.12,0.1,空運,-10.22,14.27,7.27,華東,山東,煙臺,辦公用品,夾子及其配件,"GBC Laser Imprintable Binding System Covers, Desert Sand",小型箱子,2011/5/28,,
31777,2011/10/19,培生,其它,32,6483.42,0.07,大卡,1590.95,200.98,23.76,華東,山東,煙臺,傢俱產品,椅子,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",巨型木箱,2011/10/21,,
31777,2011/10/19,培生,其它,10,137.77,0.01,火車,1.85,12.28,6.47,華北,內蒙古,通遼,辦公用品,紙張,Xerox 1881,小型箱子,2011/10/19,,
31780,2010/1/29,趙剛,中級,17,734.25,0.08,空運,160.58,42.98,4.62,華北,內蒙古,通遼,辦公用品,家用電器,Belkin F9M820V08 8 Outlet Surge,小型箱子,2010/1/31,,
31781,2009/1/16,張子良,中級,46,249.02,0.1,火車,-282.61,5.81,8.49,華北,山西,運城,辦公用品,夾子及其配件,Fellowes Black Plastic Comb Bindings,小型箱子,2009/1/17,,
31781,2009/1/16,張子良,中級,41,78.49,0.03,火車,5.53,1.81,0.75,華北,內蒙古,通遼,辦公用品,橡皮筋,Assorted Color Push Pins,打包紙袋,2009/1/17,,
31809,2010/7/28,郭曉文,高級,1,15,0.1,火車,-13.74,9.78,5.76,華北,河北,保定,辦公用品,信封,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",小型箱子,2010/7/30,,
31810,2009/5/21,石昆,中級,46,355.55,0.03,火車,-166.74,7.28,7.98,華北,內蒙古,通遼,傢俱產品,辦公裝飾品,"Master Caster Door Stop, Large Neon Orange",打包紙袋,2009/5/21,,
31812,2011/7/31,郝車明,高級,14,593.62,0.02,火車,25.19,40.99,19.99,東北,吉林,通化,辦公用品,紙張,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",小型箱子,2011/8/2,,
31812,2011/7/31,郝車明,高級,31,38.52,0.06,火車,-17.34,1.26,0.7,東北,遼寧,營口,辦公用品,橡皮筋,Bagged Rubber Bands,打包紙袋,2011/8/2,,
31842,2010/7/16,徐豔,中級,9,157.26,0.06,火車,-18.84,17.48,1.99,東北,吉林,通化,技術產品,電腦配件,"Maxell Pro 80 Minute CD-R, 10/Pack",小型包裹,2010/7/17,,
31844,2011/7/2,包雲峰,其它,14,2085.93,0.09,大卡,-517.73,150.98,66.27,東北,遼寧,營口,傢俱產品,書架,Bush Mission Pointe Library,巨型紙箱,2011/7/2,,
31845,2012/10/22,高克強,低級,36,3645.12,0.04,大卡,807.29,100.98,15.66,東北,遼寧,營口,辦公用品,家用電器,Avanti 1.7 Cu. Ft. Refrigerator,巨型木箱,2012/10/22,,
31845,2012/10/22,高克強,低級,11,114.55,0.05,火車,28.61,10.06,2.06,東北,遼寧,營口,辦公用品,紙張,Riverleaf Stik-Withit® Designer Note Cubes®,打包紙袋,2012/10/29,,
31846,2011/8/13,陳雷凱,中級,7,261.17,0.03,大卡,-78.84,33.94,19.19,東北,遼寧,營口,傢俱產品,椅子,"Metal Folding Chairs, Beige, 4/Carton",巨型木箱,2011/8/15,,
31847,2009/12/18,吳貴櫻,低級,46,1692.28,0.1,火車,61.00,39.98,4,東北,吉林,通化,技術產品,電腦配件,Microsoft Natural Keyboard Elite,小型箱子,2009/12/22,,
31872,2010/9/6,侯月明,低級,34,2833.19,0.06,空運,1409.87,83.98,5.01,東北,黑龍江,伊春,辦公用品,信封,Ames Color-File® Green Diamond Border X-ray Mailers,小型箱子,2010/9/10,,
31872,2010/9/6,侯月明,低級,30,4452.65,0.09,大卡,-265.12,159.31,60,西南,貴州,安順,傢俱產品,桌子,Hon Non-Folding Utility Tables,巨型木箱,2010/9/10,,
31873,2009/11/8,岳華,低級,2,141.59,0.05,火車,-91.09,70.97,3.5,華南,廣西,北海,辦公用品,家用電器,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,小型箱子,2009/11/13,,
31873,2009/11/8,岳華,低級,14,2465.5015,0.06,火車,13.01,205.99,8.99,華南,廣西,北海,技術產品,電話通信產品,StarTAC 8000,小型箱子,2009/11/15,,
31873,2009/11/8,岳華,低級,50,8558.4715,0.06,火車,2539.46,205.99,8.99,華南,廣西,北海,技術產品,電話通信產品,TimeportP7382,小型箱子,2009/11/15,,
31873,2009/11/8,岳華,低級,42,236.89,0,火車,-125.29,5.28,6.26,華南,河南,平頂山,辦公用品,紙張,Xerox 1928,小型箱子,2009/11/15,,
31874,2012/9/15,趙和,高級,29,321.95,0.03,空運,20.76,10.98,3.37,華南,河南,平頂山,辦公用品,剪刀，尺子，鋸,Fiskars® Softgrip Scissors,小型包裹,2012/9/15,,
31874,2012/9/15,趙和,高級,39,13244.04,0.05,大卡,275.93,348.21,84.84,華南,河南,平頂山,傢俱產品,桌子,Bretford CR4500 Series Slim Rectangular Table,巨型紙箱,2012/9/15,,
31876,2011/5/7,孫一楠,高級,8,741.49,0.08,火車,-360.18,95.99,35,華南,河南,平頂山,辦公用品,容器，箱子,Safco Industrial Wire Shelving,大型箱子,2011/5/8,,
31877,2009/6/29,包忠然,中級,34,285.06,0.08,火車,-211.54,8.37,10.16,華南,廣西,北海,傢俱產品,辦公裝飾品,Westinghouse Clip-On Gooseneck Lamps,大型箱子,2009/6/29,,
31878,2011/12/18,吳媛,中級,14,138.95,0.04,火車,9.63,9.27,4.39,華南,廣西,北海,辦公用品,紙張,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",打包紙袋,2011/12/18,,
31878,2011/12/18,吳媛,中級,42,5678.5525,0.01,火車,1727.78,155.99,8.99,華南,廣西,北海,技術產品,電話通信產品,R280,小型箱子,2011/12/19,,
31907,2010/5/18,劉珩,低級,38,331.53,0,火車,-35.97,8.46,3.62,華南,海南,三亞,技術產品,電腦配件,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",小型包裹,2010/5/23,,
31910,2009/10/29,胡培生,中級,6,187.6375,0.03,火車,-190.03,35.99,5,華南,廣西,北海,技術產品,電話通信產品,Accessory27,小型箱子,2009/10/30,,
31938,2011/7/27,趙和,中級,13,1193.62,0.08,大卡,-304.47,89.99,42,華南,海南,三亞,傢俱產品,椅子,"Global Leather Task Chair, Black",巨型木箱,2011/7/28,,
31938,2011/7/27,趙和,中級,47,363.23,0.05,火車,40.58,7.59,4,華南,海南,三亞,傢俱產品,辦公裝飾品,"Master Giant Foot® Doorstop, Safety Yellow",打包紙袋,2011/7/29,,
31939,2011/6/25,謝語喬,高級,13,1506.8375,0.07,火車,-75.01,140.99,4.2,華南,海南,三亞,技術產品,電話通信產品,7160,小型箱子,2011/6/27,,
31941,2009/3/18,張中立,中級,32,2564.45,0.01,空運,650.73,78.65,13.99,華南,海南,三亞,辦公用品,家用電器,Honeywell Quietcare HEPA Air Cleaner,中型箱子,2009/3/19,,
31941,2009/3/18,張中立,中級,7,53.55,0.07,火車,-43.50,6.48,9.68,華南,湖北,鄂州,辦公用品,紙張,Xerox 1993,小型箱子,2009/3/20,,
31973,2011/5/12,張旭,其它,15,404.54,0.03,火車,43.99,26.64,5.3,華東,福建,三明,傢俱產品,椅子,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,中型箱子,2011/5/13,,
31973,2011/5/12,張旭,其它,16,124.89,0.07,火車,-111.17,7.28,11.15,華北,北京,北京,辦公用品,紙張,"Array® Parchment Paper, Assorted Colors",小型箱子,2011/5/14,,
32000,2012/9/13,楊慧玲,低級,49,162.16,0.05,火車,24.95,3.29,1.35,華北,北京,北京,辦公用品,橡皮筋,Acco® Hot Clips™ Clips to Go,打包紙袋,2012/9/15,,
32000,2012/9/13,楊慧玲,低級,26,15168.82,0.02,大卡,-1096.78,550.98,147.12,華北,北京,北京,傢俱產品,桌子,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",巨型紙箱,2012/9/20,,
32001,2011/10/28,衛叔,低級,22,494.84,0.07,火車,205.13,22.23,3.63,華北,天津,天津,傢俱產品,辦公裝飾品,"Executive Impressions 14"" Contract Wall Clock",小型包裹,2011/11/2,,
32001,2011/10/28,衛叔,低級,11,3443.21,0,火車,794.20,300.98,13.99,華北,北京,北京,技術產品,辦公機器,Polycom VoiceStation 100,中型箱子,2011/10/30,,
32002,2010/7/20,肖杜明,低級,37,1196.2,0.03,火車,-73.77,30.98,6.5,西北,甘肅,天水,技術產品,電腦配件,Logitech Internet Navigator Keyboard,小型箱子,2010/7/24,,
32002,2010/7/20,肖杜明,低級,7,98.55,0.07,火車,23.16,13.79,8.78,西北,甘肅,天水,傢俱產品,辦公裝飾品,9-3/4 Diameter Round Wall Clock,小型箱子,2010/7/20,,
32007,2011/2/5,張玉,低級,41,17448.75,0.06,大卡,9.93,417.4,75.23,西北,新疆,烏魯木齊,傢俱產品,桌子,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,巨型紙箱,2011/2/9,,
32036,2011/10/5,黃東亮,中級,6,338.89,0.07,火車,45.76,54.96,10.75,西北,甘肅,天水,辦公用品,紙張,Xerox 1940,小型箱子,2011/10/7,,
32036,2011/10/5,黃東亮,中級,25,362.52,0.07,火車,-68.49,14.97,7.51,西北,陝西,延安,辦公用品,容器，箱子,Pizazz® Global Quick File™,小型箱子,2011/10/6,,
32037,2009/2/16,魏麗,低級,37,311.66,0.04,火車,-63.81,8.6,6.19,西北,甘肅,天水,辦公用品,夾子及其配件,Avery Printable Repositionable Plastic Tabs,小型箱子,2009/2/23,,
32037,2009/2/16,魏麗,低級,15,9862.51,0.07,火車,325.29,699.99,24.49,華東,浙江,衢州,技術產品,影印機、傳真機,Canon Imageclass D680 Copier / Fax,大型箱子,2009/2/20,,
32038,2009/6/17,範曉楠,低級,26,342.4,0,空運,-14.06,11.7,6.96,華東,浙江,衢州,辦公用品,家用電器,Harmony HEPA Quiet Air Purifiers,中型箱子,2009/6/19,,
32065,2011/12/2,張宇華,中級,25,450.28,0.09,火車,-12.35,17.98,8.51,華東,浙江,衢州,技術產品,辦公機器,Canon P1-DHIII Palm Printing Calculator,中型箱子,2011/12/3,,
32067,2012/3/12,邱海華,高級,27,2853.8835,0.06,火車,492.24,125.99,7.69,華東,安徽,銅陵,技術產品,電話通信產品,Timeport L7089,小型箱子,2012/3/13,,
32069,2011/11/19,宋勇民,其它,8,1100,0.07,大卡,-240.31,145.45,17.85,華東,浙江,衢州,技術產品,辦公機器,Panasonic KX-P1150 Dot Matrix Printer,巨型木箱,2011/11/19,,
32069,2011/11/19,宋勇民,其它,17,114.94,0.09,火車,-102.24,6.48,9.68,華東,浙江,衢州,辦公用品,紙張,Xerox 1993,小型箱子,2011/11/21,,
32070,2009/7/17,周桐,中級,50,86.7,0.07,火車,-185.34,1.76,4.86,華東,浙江,衢州,傢俱產品,辦公裝飾品,Regeneration Desk Collection,小型箱子,2009/7/17,,
32099,2010/5/5,李紀鵬,其它,41,506.73,0.08,火車,25.58,12.28,6.47,華東,浙江,衢州,辦公用品,紙張,Xerox 1881,小型箱子,2010/5/5,,
32100,2012/5/23,莊斌,中級,29,1104.28,0.08,火車,359.75,40.98,1.99,華東,浙江,舟山,技術產品,電腦配件,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",小型包裹,2012/5/25,,
32101,2009/12/26,郝磊,低級,48,14567.15,0.04,大卡,3799.59,291.73,48.8,華東,安徽,銅陵,傢俱產品,椅子,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,巨型木箱,2009/12/30,,
32102,2012/12/14,趙彩瑞,中級,2,19.81,0.02,火車,-10.39,6.48,6.22,華東,上海,上海,辦公用品,紙張,Xerox 1894,小型箱子,2012/12/16,,
32129,2011/7/2,唐菲,中級,20,129.27,0.07,火車,-105.15,6.48,8.74,華東,江西,贛州,辦公用品,紙張,Xerox 1984,小型箱子,2011/7/3,,
32129,2011/7/2,唐菲,中級,4,8467.68,0.01,大卡,-3669.05,2036.48,14.7,華東,安徽,銅陵,技術產品,辦公機器,Lexmark 4227 Plus Dot Matrix Printer,巨型木箱,2011/7/4,,
32131,2010/12/27,唐毅,中級,34,126.62,0.03,火車,44.80,3.78,0.71,華東,安徽,銅陵,辦公用品,橡皮筋,Staples Bulldog Clip,打包紙袋,2010/12/29,,
32135,2010/11/25,任克強,高級,37,1575.14,0,火車,160.68,39.98,7.12,華東,福建,三明,技術產品,電腦配件,"IBM Active Response Keyboard, Black",小型箱子,2010/11/27,,
32135,2010/11/25,任克強,高級,16,187.78,0.08,火車,-21.82,11.99,5.99,華東,安徽,銅陵,技術產品,辦公機器,TI 30X Scientific Calculator,中型箱子,2010/11/27,,
32164,2010/2/2,趙廣麗,其它,12,77.01,0.02,火車,-19.04,5.78,4.96,華東,Jiangsu,泰州,辦公用品,紙張,Xerox 1899,小型箱子,2010/2/3,,
32164,2010/2/2,趙廣麗,其它,34,111.83,0.07,火車,-92.16,3.28,3.97,華東,Jiangsu,泰州,辦公用品,筆、美術用品,Newell 337,打包紙袋,2010/2/3,,
32164,2010/2/2,趙廣麗,其它,23,6552.9,0.1,大卡,-461.45,296.18,54.12,華南,廣東,江門,傢俱產品,桌子,Hon 94000 Series Round Tables,巨型紙箱,2010/2/3,,
32165,2012/10/14,周楠楠,其它,47,3413.69,0.06,火車,175.24,73.98,14.52,華南,廣東,江門,技術產品,電腦配件,Keytronic French Keyboard,小型箱子,2012/10/16,,
32165,2012/10/14,周楠楠,其它,38,2939.6825,0.02,火車,192.06,85.99,0.99,華南,廣東,江門,技術產品,電話通信產品,Accessory4,打包紙袋,2012/10/15,,
32192,2012/2/18,孫佳,其它,4,159.256,0.03,火車,-171.17,45.99,2.5,華南,廣東,江門,技術產品,電話通信產品,T61,小型箱子,2012/2/18,,
32193,2010/10/20,張牡丹,低級,4,40.72,0.1,空運,-10.25,6.68,6.93,華南,廣東,江門,辦公用品,紙張,HP Office Paper (20Lb. and 87 Bright),小型箱子,2010/10/22,,
32193,2010/10/20,張牡丹,低級,27,113.3,0.02,火車,37.33,3.93,0.99,華北,內蒙古,通遼,辦公用品,橡皮筋,Staples Vinyl Coated Paper Clips,打包紙袋,2010/10/25,,
32195,2009/11/25,金林,中級,7,86.29,0.05,火車,-14.03,11.58,6.97,東北,遼寧,營口,辦公用品,信封,"Peel & Seel® Recycled Catalog Envelopes, Brown",小型箱子,2009/11/28,,
32198,2011/11/9,李聰,中級,31,240.63,0.02,火車,-117.92,7.37,5.53,華南,廣西,北海,技術產品,電腦配件,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",小型包裹,2011/11/9,,
32199,2009/7/15,趙江玲,高級,40,196.5,0.08,火車,-99.76,4.91,4.97,華北,北京,北京,辦公用品,夾子及其配件,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",小型箱子,2009/7/16,,
32199,2009/7/15,趙江玲,高級,1,3672.89,0.01,火車,-3061.82,3499.99,24.49,西北,陝西,延安,技術產品,影印機、傳真機,Canon imageCLASS 2200 Advanced Copier,大型箱子,2009/7/16,,
32199,2009/7/15,趙江玲,高級,8,46.97,0.03,火車,-0.01,5.84,1.2,華南,海南,三亞,辦公用品,筆、美術用品,Newell 312,打包紙袋,2009/7/17,,
32228,2010/11/4,吳千郡,中級,35,209.63,0.01,火車,43.53,5.84,1.2,華南,廣西,北海,辦公用品,筆、美術用品,Newell 312,打包紙袋,2010/11/6,,
32229,2010/8/30,李嘉偉,高級,8,1219.19,0.02,火車,44.37,150.98,13.99,華南,廣東,揭陽,技術產品,辦公機器,Canon MP41DH Printing Calculator,中型箱子,2010/8/30,,
